,Date,Unix,Ticker,DE Ratio,Stock Price,Stock Percent Change,S&P 500 Date,S&P 500 Value,SP500 Percent Change
392,2005-04-06 19:09:19,1112828959.0,afl,0.189,37.00,,2005-04-06,"2700    1184.069946
Name: Adj Close, dtype: float64",
393,2005-08-28 22:41:53,1125283313.0,afl,0.162,43.93,,2005-08-28,"Series([], Name: Adj Close, dtype: float64)",
394,2006-02-02 01:16:50,1138861010.0,afl,0.212,47.17,,2006-02-02,"2491    1270.839966
Name: Adj Close, dtype: float64",
395,2006-05-28 02:32:55,1148797975.0,afl,0.185,46.78,,2006-05-28,"Series([], Name: Adj Close, dtype: float64)",
396,2007-02-20 18:32:53,1172014373.0,afl,0.171,48.45,,2007-02-20,"2229    1459.680054
Name: Adj Close, dtype: float64",
397,2007-04-08 10:16:28,1176041788.0,afl,0.171,47.92,,2007-04-08,"Series([], Name: Adj Close, dtype: float64)",
398,2008-01-01 12:20:40,1199208040.0,afl,0.172,62.63,,2008-01-01,"Series([], Name: Adj Close, dtype: float64)",
399,2008-01-23 12:52:38,1201110758.0,afl,0.172,61.31,,2008-01-23,"1996    1338.599976
Name: Adj Close, dtype: float64",
400,2009-01-29 12:02:15,1233248535.0,afl,0.241,25.06,,2009-01-29,"1739    845.140015
Name: Adj Close, dtype: float64",
401,2011-12-30 09:10:57,1325254257.0,afl,33.03,"<span id=""yfs_l10_afl"">43.27</span>",,2011-12-30,"1002    1257.599976
Name: Adj Close, dtype: float64",
402,2012-07-17 03:10:14,1342509014.0,afl,30.49,"_afl"">43.20",,2012-07-17,"866    1363.670044
Name: Adj Close, dtype: float64",
403,2013-05-07 11:42:45,1367941365.0,afl,27.57,"_afl"">55.61",,2013-05-07,"665    1625.959961
Name: Adj Close, dtype: float64",
404,2003-11-17 22:46:03,1069127163.0,agn,0.739,76.65,,2003-11-17,"3047    1043.630005
Name: Adj Close, dtype: float64",
405,2004-06-19 14:49:29,1087670969.0,agn,0.695,91.42,,2004-06-19,"Series([], Name: Adj Close, dtype: float64)",
406,2004-08-10 02:33:38,1092119618.0,agn,0.637,69.32,,2004-08-10,"2865    1079.040039
Name: Adj Close, dtype: float64",
407,2004-11-02 14:09:49,1099418989.0,agn,0.637,72.50,,2004-11-02,"2806    1130.560059
Name: Adj Close, dtype: float64",
408,2005-03-10 01:40:57,1110436857.0,agn,0.522,75.47,,2005-03-10,"2718    1209.25
Name: Adj Close, dtype: float64",
409,2005-04-04 23:20:33,1112671233.0,agn,0.522,69.07,,2005-04-04,"2702    1176.119995
Name: Adj Close, dtype: float64",
410,2005-08-29 12:42:47,1125333767.0,agn,0.51,92.83,,2005-08-29,"2599    1212.280029
Name: Adj Close, dtype: float64",
411,2006-06-21 09:29:01,1150896541.0,agn,0.47,104.14,,2006-06-21,"2395    1252.199951
Name: Adj Close, dtype: float64",
412,2007-02-20 16:30:00,1172007000.0,agn,0.544,113.32,,2007-02-20,"2229    1459.680054
Name: Adj Close, dtype: float64",
413,2007-04-06 22:28:10,1175912890.0,agn,0.544,113.52,,2007-04-06,"Series([], Name: Adj Close, dtype: float64)",
414,2008-01-23 23:06:53,1201147613.0,agn,0.449,65.01,,2008-01-23,"1996    1338.599976
Name: Adj Close, dtype: float64",
415,2008-02-16 18:44:49,1203205489.0,agn,0.436,63.89,,2008-02-16,"Series([], Name: Adj Close, dtype: float64)",
416,2008-05-17 08:24:31,1211027071.0,agn,0.429,54.11,,2008-05-17,"Series([], Name: Adj Close, dtype: float64)",
417,2012-08-11 08:06:33,1344686793.0,agn,28.52,"_agn"">85.61",,2012-08-11,"Series([], Name: Adj Close, dtype: float64)",
418,2012-08-22 22:58:41,1345690721.0,agn,28.52,"_agn"">85.43",,2012-08-22,"840    1413.48999
Name: Adj Close, dtype: float64",
419,2013-04-22 02:49:52,1366613392.0,agn,26.63,"_agn"">113.74",,2013-04-22,"676    1562.5
Name: Adj Close, dtype: float64",
420,2013-05-12 05:08:18,1368349698.0,agn,40.37,"_agn"">104.18",,2013-05-12,"Series([], Name: Adj Close, dtype: float64)",
421,2004-02-15 09:40:39,1076856039.0,aig,1.15,74.72,,2004-02-15,"Series([], Name: Adj Close, dtype: float64)",
422,2004-08-18 11:50:54,1092844254.0,aig,1.173,68.32,,2004-08-18,"2859    1095.170044
Name: Adj Close, dtype: float64",
423,2005-01-18 04:07:03,1106039223.0,aig,1.162,66.14,,2005-01-18,"2754    1195.97998
Name: Adj Close, dtype: float64",
424,2005-04-28 12:07:20,1114704440.0,aig,1.162,51.85,,2005-04-28,"2684    1143.219971
Name: Adj Close, dtype: float64",
425,2006-01-07 18:38:22,1136677102.0,aig,1.294,70.11,,2006-01-07,"Series([], Name: Adj Close, dtype: float64)",
426,2006-06-17 17:06:59,1150578419.0,aig,1.384,59.87,,2006-06-17,"Series([], Name: Adj Close, dtype: float64)",
427,2007-01-23 22:00:19,1169607619.0,aig,No Data Available,69.80,,2007-01-23,"2248    1427.98999
Name: Adj Close, dtype: float64",
428,2007-03-15 06:01:57,1173952917.0,aig,1.687,67.00,,2007-03-15,"2212    1392.280029
Name: Adj Close, dtype: float64",
429,2007-05-04 05:36:10,1178271370.0,aig,1.687,70.65,,2007-05-04,"2177    1505.619995
Name: Adj Close, dtype: float64",
430,2007-06-05 04:27:22,1181032042.0,aig,1.614,72.55,,2007-06-05,"2156    1530.949951
Name: Adj Close, dtype: float64",
431,2007-07-06 07:35:21,1183721721.0,aig,1.614,70.27,,2007-07-06,"2134    1530.439941
Name: Adj Close, dtype: float64",
432,2008-01-23 16:02:26,1201122146.0,aig,1.918,52.07,,2008-01-23,"1996    1338.599976
Name: Adj Close, dtype: float64",
433,2008-05-23 12:57:40,1211561860.0,aig,2.282,37.81,,2008-05-23,"1911    1375.930054
Name: Adj Close, dtype: float64",
434,2008-09-21 02:42:52,1221979372.0,aig,2.411,3.85,,2008-09-21,"Series([], Name: Adj Close, dtype: float64)",
435,2008-10-27 11:48:40,1225122520.0,aig,2.411,1.70,,2008-10-27,"1803    848.919983
Name: Adj Close, dtype: float64",
436,2008-12-17 11:42:57,1229532177.0,aig,3.273,1.80,,2008-12-17,"1767    904.419983
Name: Adj Close, dtype: float64",
437,2008-12-19 05:47:27,1229683647.0,aig,3.273,1.67,,2008-12-19,"1765    887.880005
Name: Adj Close, dtype: float64",
438,2009-01-06 14:34:51,1231270491.0,aig,3.273,1.66,,2009-01-06,"1755    934.700012
Name: Adj Close, dtype: float64",
439,2010-01-05 22:17:53,1262747873.0,aig,N/A,"<span id=""yfs_l10_aig"">29.33</span>",,2010-01-05,"1504    1136.52002
Name: Adj Close, dtype: float64",
440,2011-04-29 00:43:45,1304052225.0,aig,95.52,"<span id=""yfs_l10_aig"">31.80</span>",,2011-04-29,"1172    1363.609985
Name: Adj Close, dtype: float64",
441,2011-09-02 15:22:28,1314991348.0,aig,85.55,"<span id=""yfs_l10_aig"">24.08</span>",,2011-09-02,"1084    1173.969971
Name: Adj Close, dtype: float64",
442,2011-11-03 02:27:12,1320301632.0,aig,76.86,"<span id=""yfs_l10_aig"">24.19</span>",,2011-11-03,"1041    1261.150024
Name: Adj Close, dtype: float64",
443,2011-11-04 17:31:20,1320442280.0,aig,76.86,"<span id=""yfs_l10_aig"">23.75</span>",,2011-11-04,"1040    1253.22998
Name: Adj Close, dtype: float64",
444,2012-01-02 19:39:36,1325551176.0,aig,81.27,"<span id=""yfs_l10_aig"">23.20</span>",,2012-01-02,"Series([], Name: Adj Close, dtype: float64)",
445,2012-03-10 07:53:56,1331384036.0,aig,66.35,"_aig"">28.25",,2012-03-10,"Series([], Name: Adj Close, dtype: float64)",
446,2012-07-01 20:48:59,1341190139.0,aig,74.18,"_aig"">32.09",,2012-07-01,"Series([], Name: Adj Close, dtype: float64)",
447,2012-07-13 10:02:58,1342188178.0,aig,74.18,"_aig"">30.47",,2012-07-13,"868    1356.780029
Name: Adj Close, dtype: float64",
448,2012-11-12 11:30:45,1352737845.0,aig,71.90,"_aig"">32.17",,2012-11-12,"785    1380.030029
Name: Adj Close, dtype: float64",
449,2013-01-30 10:56:28,1359561388.0,aig,71.90,"_aig"">37.82",,2013-01-30,"732    1501.959961
Name: Adj Close, dtype: float64",
450,2013-04-22 02:32:25,1366612345.0,aig,48.99,"_aig"">38.88",,2013-04-22,"676    1562.5
Name: Adj Close, dtype: float64",
451,2013-05-11 13:26:32,1368293192.0,aig,45.01,"_aig"">44.18",,2013-05-11,"Series([], Name: Adj Close, dtype: float64)",
