,Stock,Slope,Y-intercept,Score
44,APT,[0.00357168],-0.823165160128049,0.4755703565858497
45,ARE,[0.04242701],50.14952178536268,0.8876510217526562
46,ATO,[0.03361835],23.799537030256275,0.9350580312224548
47,ATVI,[0.03064955],-0.5858722384455675,0.8504311961684075
48,AVB,[0.02743392],126.13499769127574,0.585667716381427
49,AVGO,[0.15294181],-33.28057952069534,0.9137333758080506
50,AVY,[0.04922156],12.341435196051222,0.8619487228098766
51,AWK,[0.0470953],11.303477736151592,0.9160808599694019
52,AXP,[0.02762255],47.63467453580655,0.7092398674383453
53,AZO,[0.36014991],216.48041244245445,0.8598874285309231
54,BA,[0.10280419],44.673900234921234,0.5900525415106985
55,BAC,[0.01005293],6.616096738281296,0.8032911426769344
56,BAX,[0.02505115],19.519396027912073,0.8826143812317021
57,BBY,[0.03179578],7.73267767364738,0.7820517197845285
58,BDX,[0.08500598],52.932546894930965,0.9443608300303842
59,BEN,[-0.00825426],49.91564476417804,0.3955179136959269
60,BIIB,[0.06423688],171.3076423210101,0.34344770518318135
61,BIO,[0.16021133],7.992481874492768,0.7535576914314346
62,BK,[0.01021224],25.404787212505216,0.5713433206646588
63,BKNG,[0.66698593],479.2680361947631,0.8684936844275243
64,BKR,[-0.01728033],66.2908618660751,0.5919597760693098
65,BLK,[0.17884798],139.83121686725636,0.8396344416310443
66,BLL,[0.02487656],7.981587565266786,0.8317948095982217
67,BMY,[0.01145684],36.69883968037369,0.48175370850395005
68,BR,[0.05340126],-0.09345451950507311,0.9273933186508003
69,BSX,[0.01601478],0.7199895192319197,0.9348003145772944
70,BWA,[-0.00038571],43.53233533047774,0.0010021193812570495
71,BXP,[0.00488314],109.47824886051738,0.058805390861818796
72,C,[0.01300916],36.09477573599054,0.5271082036530227
73,CAG,[0.00644466],20.99272529773867,0.5516298061775073
74,CAH,[0.00291084],56.02131678556976,0.020076566006373864
75,CARR,[0.10359561],16.104349186887877,0.9310678373568564
76,CAT,[0.03079243],70.7113346884529,0.4640624524555228
77,CB,[0.03540856],67.93807512682864,0.8335825479004719
78,CBOE,[0.03799182],20.24132337558153,0.8513588072573268
79,CBRE,[0.01687154],13.618061506880274,0.7715525843100264
80,CCI,[0.04555079],35.57083064588892,0.9145192408954272
81,CCL,[0.00177327],40.76751467130532,0.009692912588560643
82,CDNS,[0.03739593],-11.627990647502934,0.7393266374641609
83,CDW,[0.0661654],4.798704798037676,0.9046108156812757
84,CE,[0.03617623],29.582676049604792,0.8302079639801923
85,CERN,[0.01557181],36.20515575590659,0.7183388366569923
86,CF,[0.00098848],38.78130017339568,0.005871717889895378
87,CFG,[0.00781617],25.535325786257385,0.24430956931989012
88,CHD,[0.02546031],13.96958350269697,0.9212968868287846
89,CHRW,[0.01169145],58.55183425796126,0.5126274112616835
90,CHTR,[0.2161726],-27.561157713025608,0.9020551929485328
91,CI,[0.07383249],31.99327765902089,0.8968492174344874
92,CINF,[0.02762393],27.01578143797557,0.8342428661127794
93,CL,[0.0116863],49.24254651348779,0.7033115642440059
94,CLX,[0.05249468],52.226925168886495,0.9087751019591223
95,CMA,[0.01699346],30.629130605187314,0.4151908407934992
96,CMCSA,[0.01434976],11.82768202643484,0.9250913219507884
97,CME,[0.06630615],28.67034535865689,0.9026180513469526
98,CMG,[0.26945917],213.88189055876342,0.4690037465757644
99,CMI,[0.03949993],89.77867708808922,0.6229997572788385
100,CMS,[0.01836419],15.666336142096117,0.9594260039329696
101,CNC,[0.02627352],0.1562149608236183,0.908102534279474
102,CNP,[0.00241088],20.048624088482573,0.21451057693782505
103,COF,[0.01924592],51.09267469584013,0.5469321082982127
104,COG,[-0.00150562],25.895153790582107,0.028524592502017887
105,COO,[0.11630687],38.882893457663016,0.936794645269514
106,COP,[-0.00410039],61.79982801527859,0.07402726382626235
107,COST,[0.10427151],38.602265947081946,0.8769586992712954
108,CPB,[0.00501764],38.192673486163514,0.20653095435580326
109,CPRT,[0.03729024],-10.32399072694637,0.7781002980046469
110,CRL,[0.07342437],-1.2537694979571938,0.7649146298284194
111,CRM,[0.07339591],-1.1723818454606203,0.8603509075726684
112,CSCO,[0.01409766],13.310773595727358,0.8624602005461768
113,CSX,[0.02735928],8.419494242634684,0.8316055932679032
114,CTAS,[0.11755504],-24.577434598133067,0.8754674589639161
115,CTLT,[0.04114396],9.840236147724035,0.7009923413924313
116,CTSH,[0.01691649],33.486486011208875,0.7108876742207786
117,CTVA,[0.04044227],21.83732100885514,0.6129805448585066
118,CTXS,[0.03367751],33.664418289334456,0.7614006272979507
119,CVS,[0.00952485],56.540578369527054,0.1362120956772822
120,CVX,[-0.00185092],110.59818797465981,0.011056956130511608
121,CZR,[0.0415974],-3.140124480989641,0.7619068526621613
122,D,[0.01233439],52.047842839853544,0.7292270308997961
123,DAL,[0.01677029],14.489452158297478,0.5632147284256614
124,DD,[0.01229528],51.04722295172911,0.2793640276839521
125,DE,[0.06189992],41.18018246726467,0.5822931088891379
126,DFS,[0.02050452],30.489338146821957,0.6559105993750987
127,DG,[0.05965132],11.493036767105437,0.8175413269604254
128,DGX,[0.02839126],44.16594324760468,0.853222344220062
129,DHI,[0.02172546],5.428652590306882,0.8078769694852324
130,DHR,[0.0635419],6.315371377711969,0.7973328123584487
131,DIS,[0.04372593],37.338816553995834,0.8443121104987708
132,DISCA,[-0.00026515],29.8709782167518,0.0006894960905887704
133,DISCK,[-0.00011876],27.433853079473117,0.0001755689941038696
134,DISH,[-0.00048004],44.4069953992355,0.0006157758681037961
135,DLR,[0.03684099],43.20305500799204,0.8401927118478976
136,DLTR,[0.02919535],34.581480473926476,0.8458520742958183
137,DOV,[0.03027584],29.312430332787834,0.787344337414907
138,DOW,[0.02056041],44.0644803302627,0.1286473672618199
139,DPZ,[0.14929401],-34.306834562879516,0.9280820171737967
140,DRE,[0.01084838],9.438969692776267,0.9268345875521968
141,DRI,[0.03408777],27.164440035640446,0.7769243578467944
142,DTE,[0.03293621],46.28480437653491,0.9278063783834997
143,DUK,[0.01323276],59.46701648599945,0.8172602715663637
144,DVA,[0.01543071],45.71000849428651,0.4562959972379178
145,DVN,[-0.02396731],76.98097734386259,0.8060100209969859
146,DXC,[0.01327843],20.234801520157536,0.20412908900413795
147,DXCM,[0.12028185],-55.456119918297404,0.6670647310130791
148,EA,[0.05275373],0.7635827871792742,0.878943164847825
149,EBAY,[0.01422194],10.922830646250084,0.8394250383889115
150,ECL,[0.06169765],43.06652921972673,0.9356824934749695
151,ED,[0.01302866],52.093695270769416,0.7120562340449275
152,EFX,[0.0542516],29.435735173250237,0.882154299301389
153,EIX,[0.01066335],44.62105348735204,0.4377385002230332
154,EL,[0.07318016],15.619497557315071,0.802376753269068
155,EMN,[0.0149783],54.76773651705385,0.4178273322689102
156,EMR,[0.00852259],49.747894185971646,0.393330834032774
157,ENPH,[0.03398612],-18.127923569321645,0.32552538016138033
158,EOG,[0.00778856],68.35766698258001,0.06958978966242968
159,EQIX,[0.23739802],33.465532529336656,0.9093499279533255
160,EQR,[0.00532099],58.119329871932536,0.21031859232795336
161,ES,[0.02146129],28.012435628263617,0.9187593125698071
162,ESS,[0.06275947],129.423423483565,0.7860313971736824
163,ETN,[0.02206181],42.556098028233066,0.6695836965111509
164,ETR,[0.01614377],58.851356155466,0.6426923296041172
165,ETSY,[0.09814724],-24.778694823794048,0.6567276379396072
166,EVRG,[0.01597893],23.77221421800737,0.8785878077665683
167,EW,[0.02983835],-3.1168086805909354,0.8680982390895675
168,EXC,[0.00299665],33.86012768800514,0.1594401792601331
169,EXPD,[0.01984742],30.79743540609807,0.7384637770349367
170,EXPE,[0.03594443],48.58539144425599,0.6097468757503601
171,EXR,[0.0398249],18.46852639130816,0.9280837669027185
172,F,[-0.00230698],15.165808474663498,0.3516855303687302
173,FANG,[0.01664272],58.874044482280716,0.12230210084746573
174,FAST,[0.00872062],15.008207784054209,0.6127828739290078
175,FB,[0.11035665],6.26643810515877,0.9312237950296853
176,FBHS,[0.02151568],24.620843113062236,0.7035631067511159
177,FCX,[-0.01237244],39.804754367024685,0.5058817819901466
178,FDX,[0.05879876],83.93049571729685,0.6131698487988951
179,FE,[-0.00194871],39.873335798704666,0.06775061295191853
180,FFIV,[0.02810886],88.36031925343826,0.5293004218205123
181,FIS,[0.04906925],13.44441166040285,0.9562594239436207
182,FISV,[0.04216854],-1.022747566915811,0.9450755569118188
183,FITB,[0.00687504],12.75579854920795,0.6305223604094796
184,FLT,[0.10177129],19.219105193474235,0.9131890502298571
185,FMC,[0.0252614],29.360965354561223,0.6749079624972276
186,FOX,[-0.00865676],34.352052855070866,0.08923815717991701
187,FOXA,[-0.00748631],34.573726828866086,0.0598810064615487
188,FRC,[0.04387997],15.765986537860307,0.8864095616022578
189,FRT,[0.00672373],108.41040644522604,0.052041898809349174
190,FTNT,[0.04594135],-7.88589222984281,0.6876562800503627
191,FTV,[0.01538726],49.93956133342329,0.3902234451987363
192,GD,[0.05286937],66.70558316671944,0.6900525877735455
193,GE,[-0.00488682],25.656492331554496,0.26254751727116443
194,GILD,[0.01512645],46.60897964492132,0.20207107958033466
195,GIS,[0.0068503],42.3580156355365,0.36743624640120154
196,GL,[0.02892545],25.06796032272962,0.9126117939550419
197,GLW,[0.00877729],11.867640167290462,0.7282234816429377
198,GM,[0.00505388],27.171494496391,0.28143421200669216
199,GNRC,[0.05456542],-9.269629851190771,0.43397042699804134
200,GOOG,[0.57860734],62.46954551876911,0.879429104771142
201,GOOGL,[0.57704211],71.23072736747895,0.8880636269575843
202,GPC,[0.01752068],63.01492672508467,0.6360836620165946
203,GPN,[0.07282029],-13.844074171954944,0.9006633259847123
204,GPS,[-0.00418096],33.39281337903653,0.12649116535406835
205,GRMN,[0.02744441],22.369892483996047,0.6997713978280407
206,GS,[0.05269466],118.03654726080151,0.6004199017657263
207,GWW,[0.06584349],162.9823258002826,0.5888859609297115
208,HAL,[-0.00940788],50.80947943463916,0.2851103161420979
209,HAS,[0.02768311],34.90944683123914,0.7460076048554918
210,HBAN,[0.00335375],6.187769925383552,0.6396231297541217
211,HBI,[0.00299043],13.91425606006375,0.08611779555924626
212,HCA,[0.05406861],11.977636699700597,0.8748691263556467
213,HD,[0.09538511],11.312093379460052,0.9496913616146774
214,HES,[-0.00655234],70.2425400480701,0.12295130850494573
215,HFC,[0.00176168],37.752609892052234,0.012464630199654159
216,HIG,[0.01405575],22.070115381213117,0.6934061551545834
217,HII,[0.08660952],29.17488901530986,0.7811526178592743
218,HLT,[0.03578012],36.50919617300267,0.7623120249623487
219,HOLX,[0.0181355],12.129568539442563,0.845104179334103
220,HON,[0.05741509],37.17688487231591,0.9263756109660721
221,HPE,[0.00136547],12.345933501619735,0.042494766578930365
222,HPQ,[0.00492222],9.977315672865057,0.48662115423366903
223,HRL,[0.0147058],11.829556675260243,0.9268903462039875
224,HSIC,[0.01726821],29.546550103060728,0.7650575598935025
225,HST,[-0.00035253],17.915463420984732,0.008414179499792174
226,HSY,[0.03376537],56.96565289116083,0.8203036457151383
227,HUM,[0.14021112],16.850864077119155,0.9222573759977786
228,HWM,[-0.00152048],26.457434470481132,0.03416307166388255
229,IBM,[-0.02747376],196.0768439487415,0.6599186573433149
230,ICE,[0.03371827],12.732546367827325,0.9483400111959621
231,IDXX,[0.14685315],-45.188982630706505,0.7791902211690844
232,IEX,[0.06320039],16.873289804387525,0.9237971275227242
233,IFF,[0.03413907],62.24662835484394,0.7448336088158523
234,ILMN,[0.13417554],12.630200154803447,0.875285364486172
235,INCY,[0.03308612],24.572494442032536,0.5137610404179935
236,INFO,[0.03987],15.115405325514196,0.9077204548553638
237,INTC,[0.01551054],16.534831538710108,0.8624370310163116
238,INTU,[0.11885926],-10.23236189288329,0.8404845735676847
239,IP,[0.00587363],36.379633720840836,0.24091033080753488
240,IPG,[0.00531122],11.963136560281516,0.6005156626810711
241,IPGP,[0.06330355],28.799766521741958,0.6723348673194407
242,IQV,[0.07239242],25.874324728687142,0.8926888428888871
243,IR,[0.01738619],23.128288163853597,0.477263049216318
244,IRM,[0.00193335],29.2622379606967,0.10930877582522591
245,ISRG,[0.24083591],-3.6741677011350475,0.8089956333220891
246,IT,[0.05340856],26.131572164659218,0.8955739842085597
247,ITW,[0.06103943],33.35321466672224,0.9233999674046016
248,IVZ,[-0.00375041],32.070603323907484,0.12153952419674341
249,J,[0.02256129],31.171319281578377,0.6319857602744394
250,JBHT,[0.034776],42.27557148004549,0.8402337561496709
251,JCI,[0.00616855],29.660377927418875,0.3294899563116368
252,JKHY,[0.05942164],11.680107481881393,0.9510274936003994
253,JNJ,[0.0380585],59.80222424631851,0.9430018068349117
254,JNPR,[0.00050268],24.11625962819501,0.0068832346765571595
255,JPM,[0.03902598],26.021616038383648,0.8629868214875668
256,K,[0.00435767],57.67747804408535,0.19161497268063155
257,KEY,[0.00428808],8.31643917933002,0.5862051986570141
258,KEYS,[0.06635447],7.583936342362847,0.84873778377156
259,KHC,[-0.0469476],93.42392216556183,0.7436317154048603
260,KIM,[-0.00167659],22.427176260125993,0.07979372626363468
261,KLAC,[0.06803247],7.614853863264187,0.6725581471629016
262,KMB,[0.02791883],73.03471307702728,0.7872412124707822
263,KMI,[-0.00932131],37.91019290051507,0.5945306522180539
264,KMX,[0.02769417],24.161038559298284,0.8043081711759185
265,KO,[0.00698862],33.84281557523594,0.8214534129112806
266,KR,[0.00798586],14.9347168122453,0.46289016022511575
267,KSU,[0.04046851],55.78147751641663,0.5423354557628963
268,L,[0.00283221],40.09023857330636,0.16117809638487712
269,LB,[-0.00828712],61.008530579615076,0.08604647702604107
270,LDOS,[0.0265818],20.04971297003162,0.8048160271518889
271,LEG,[0.00904591],26.381700411439084,0.4809589962058438
272,LEN,[0.01931086],20.514264476838513,0.7334857633293238
273,LH,[0.04972788],67.36269303542399,0.8308825610705326
274,LHX,[0.07110794],13.032946191324825,0.9054361587329047
275,LIN,[0.051408],76.35387966366875,0.7049139931839196
276,LKQ,[0.00747585],17.97792164182858,0.5331951378470509
277,LLY,[0.04810834],20.72629918534286,0.8445680944812387
278,LMT,[0.1391719],45.83011100728794,0.9558734412120087
279,LNC,[0.0135301],30.6811501988693,0.38286402777847073
280,LNT,[0.01455319],16.430255997119758,0.9534759951801811
281,LOW,[0.05040645],9.537254711028382,0.8734926026848812
282,LRCX,[0.14126641],-43.503027944456306,0.6815419403334102
283,LUMN,[-0.01331102],44.13248770945265,0.8832206706437652
284,LUV,[0.02030546],9.333760997500015,0.7032131782321374
285,LVS,[0.00370502],51.765549339183124,0.07070912354334324
286,LW,[0.03291997],45.066710646294936,0.574489442074875
287,LYB,[0.01882975],53.3757238690671,0.39163578037867386
288,LYV,[0.02578055],-0.5680063640334083,0.8525607629460873
289,MA,[0.12313114],-23.480577237738345,0.8726487310191862
290,MAA,[0.02938868],51.60485168136543,0.8505154555638716
291,MAR,[0.0446641],22.64272029751337,0.8128625605119545
292,MAS,[0.01785745],5.900894850711136,0.9189726091119316
293,MCD,[0.05739877],58.931081809179744,0.8742877273470878
294,MCHP,[0.03664249],17.04677149658562,0.8099010939812548
295,MCK,[0.02293611],115.2125596707838,0.17623252330106998
296,MCO,[0.09720315],-2.1064323250772503,0.8895780453083441
297,MDLZ,[0.0096233],29.2734545221511,0.7567814456675441
298,MDT,[0.03103327],33.18927157755674,0.9288420796453583
299,MET,[0.0056254],35.249530575579435,0.30507599665532714
300,MGM,[0.00759776],12.731508405150883,0.5441901978355508
301,MHK,[0.03713612],97.72339263704956,0.21981801318068317
302,MKC,[0.02693144],14.783166613229682,0.8914713156692514
303,MKTX,[0.18348205],-69.22216099270199,0.8288719588727327
304,MLM,[0.08419715],55.554827545057705,0.8480038102411309
305,MMC,[0.0363353],18.889725378292297,0.9595287447098326
306,MMM,[0.04506865],93.71700483543549,0.6279953470536626
307,MNST,[0.02784099],6.812610597235903,0.9129715705532534
308,MO,[0.00981352],34.56261598161737,0.2902880353726579
309,MOS,[-0.01936778],63.62125620266136,0.7911863235339354
310,MPC,[0.0128076],29.28164720888538,0.3554017992771612
311,MPWR,[0.10139462],-38.21790041976857,0.7655536369932616
312,MRK,[0.01811079],32.602909621182405,0.8761461570311031
313,MRO,[-0.01066363],35.25233183295548,0.6592072243993755
314,MS,[0.01661325],15.240223859249596,0.7203281045575627
315,MSCI,[0.13282981],-49.474940258223015,0.7553788262398633
316,MSFT,[0.07140073],-13.85682319890958,0.7913621294163746
317,MSI,[0.05337504],20.69916717666365,0.8472583159996956
318,MTB,[0.02929607],88.26063207907481,0.5025187951093022
319,MTD,[0.34917389],-0.6238061446386496,0.863670185127378
320,MU,[0.02255727],-0.38628449591437075,0.7314478644215809
321,MXIM,[0.02065805],16.227995630221475,0.814755354905352
322,NCLH,[-0.00107495],43.602888327742875,0.0024788564771778265
323,NDAQ,[0.04451374],6.493589649765283,0.9250003664629298
324,NEE,[0.0224672],4.877831896062343,0.8810821925736678
325,NEM,[0.00120021],38.04576697418042,0.004124549401728017
326,NFLX,[0.19681323],-84.48725667469847,0.8470238521310239
327,NI,[0.00852924],7.820933986686629,0.844848908003924
328,NKE,[0.03807228],8.711062205595667,0.8736828824277564
329,NLOK,[0.00178774],19.831138445395567,0.11965201875873677
330,NLSN,[-0.00520778],40.719140229043404,0.13315557863104432
331,NOC,[0.13428468],23.120088814960866,0.9285109280958767
332,NOV,[-0.02443139],76.91833914084131,0.7942365839196401
333,NOW,[0.19335726],-57.04724557456541,0.7606134638665747
334,NRG,[0.00616236],18.166656610771593,0.2959636540221914
335,NSC,[0.06473123],36.96687930389234,0.8061528711334045
336,NTAP,[0.01013519],32.198669979679885,0.27717652994457387
337,NTRS,[0.02425713],42.06010319716664,0.7813592627570921
338,NUE,[0.00740147],40.83633098553034,0.30892568675175835
339,NVDA,[0.17021035],-95.32284619416856,0.6893474950525611
340,NVR,[1.47410558],82.81143281555228,0.8856394813133104
341,NWL,[0.00036583],27.963388415116828,0.0005484354494528221
342,NWS,[-5.77808362e-05],14.927597132705865,0.0001496925511654812
343,NWSA,[-5.04009022e-05],14.855783498188057,9.040938265214571e-05
344,NXPI,[0.05063563],13.646759277212595,0.8094827049308678
345,O,[0.01372924],34.271095247140444,0.7391400238069503
346,ODFL,[0.06599653],-16.156088429669794,0.7792928523497379
347,OKE,[0.00776133],37.59712453489501,0.17112628959053933
348,OMC,[0.00920072],55.57429602443598,0.2899065412649413
349,ORCL,[0.01257345],26.5421202077769,0.8358244895333589
350,ORLY,[0.16245237],24.36495104613482,0.9225711218800332
351,OTIS,[0.0867043],49.19261031353751,0.8249937392079483
352,OXY,[-0.025684],102.66221155956816,0.6900181635627263
353,PAYC,[0.20991896],-55.343142318796566,0.8415771030485996
354,PAYX,[0.0246953],22.873651808178657,0.9271408476044098
355,PBCT,[0.00134477],13.307492084153912,0.18958672637236695
356,PCAR,[0.0148585],42.027425806591516,0.6998109266360595
357,PEAK,[-0.00432319],39.0993716889124,0.37160649191999195
358,PEG,[0.01228249],27.496305233929437,0.8858809324291259
359,PENN,[0.01800922],-1.5001577204865022,0.4395315446654041
360,PEP,[0.03115452],59.96598521883391,0.9501953754332456
361,PFE,[0.00733415],20.881822506803232,0.7868467003580525
362,PFG,[0.01079741],32.3018677597616,0.4293725843894943
363,PG,[0.02412244],56.72760878624798,0.7554348523461661
364,PGR,[0.03036802],4.2793674393445755,0.8641771911778671
365,PH,[0.06118861],59.36925291136275,0.7542627844836778
366,PHM,[0.0132785],5.891453700543902,0.8067893184751571
367,PKG,[0.04001071],24.267193041502637,0.8507782809842438
368,PKI,[0.03862317],10.079730914698949,0.8786941659181812
369,PLD,[0.027669],18.96092601796881,0.8522575962437596
370,PM,[0.00329236],82.22035095006375,0.04223235142588799
371,PNC,[0.03993934],48.78230493716471,0.785695838152112
372,PNR,[0.00719774],30.411063087168557,0.3738882078149609
373,PNW,[0.01923345],43.629250804978234,0.8083243827435587
374,POOL,[0.10837883],-24.85169403172887,0.7906313215520276
375,PPG,[0.03261168],52.94387219993439,0.7350927912555517
376,PPL,[0.0016615],28.319436098203568,0.10028536716753644
377,PRGO,[-0.03148971],138.9705034539238,0.3414156557742719
378,PRU,[0.01352828],63.13772110060644,0.3038376163291784
379,PSA,[0.04513067],132.15313004335357,0.6694719881708939
380,PSX,[0.01481987],62.01102295424295,0.27094460137816034
381,PTC,[0.03571066],5.398694323563163,0.7986892638362645
382,PVH,[0.00284566],97.78400171967252,0.006656262201207963
383,PWR,[0.01285705],16.44185050963777,0.4801098051222823
384,PXD,[0.00894859],130.244599725386,0.033029852369551915
385,PYPL,[0.13254846],-2.6760793617906984,0.8006725152030212
386,QCOM,[0.01581652],49.25507352644847,0.2950806535005901
387,QRVO,[0.0561433],37.303486987531585,0.5637048406966481
388,RCL,[0.03107112],32.44284147363184,0.502166417982012
389,RE,[0.0688709],90.7870846105917,0.8349521161226223
390,REG,[0.00574886],49.51167868735292,0.15262652176079605
391,REGN,[0.1543581],134.19578893999193,0.5913635192357245
392,RF,[0.0047111],5.390162854076511,0.6700493967703729
393,RHI,[0.01510395],27.658878938199,0.6545993244824104
394,RJF,[0.02748756],27.04338746178695,0.7999261631848684
395,RL,[-0.02768356],161.0071969216495,0.4264600161489339
396,RMD,[0.0600343],2.355011765642402,0.8200720060394298
397,ROK,[0.06332185],54.01631088241342,0.8487444428719386
398,ROL,[0.01177114],0.5587360331618765,0.8852380798836906
399,ROP,[0.13523997],34.983017431073876,0.9272673037424001
400,ROST,[0.03896171],9.473132522191058,0.9238063830656988
401,RSG,[0.02964736],15.505267764642468,0.9276714379085104
402,RTX,[0.01134029],52.559135995682425,0.49476700005005303
403,SBAC,[0.09639638],9.765389801738905,0.87432638445914
404,SBUX,[0.02964617],14.005203676554302,0.892924233495892
405,SCHW,[0.01625153],11.389941914858088,0.7701777867729471
406,SEE,[0.00968864],23.5740870234873,0.44771216555343885
407,SHW,[0.0768607],5.616299860181044,0.9043739162512381
408,SIVB,[0.11962795],5.71043169479708,0.7079447705049056
409,SJM,[0.01636433],85.4417183490628,0.43634485930028943
410,SLB,[-0.02371527],97.84172612044078,0.5749012655847219
411,SNA,[0.04957406],66.28051002891794,0.7199113964686304
412,SNPS,[0.06888284],-12.08244758107736,0.7433389407387021
413,SO,[0.00682311],39.408478906932714,0.6173307983723486
414,SPG,[-0.00312103],155.34711311599483,0.004100718618041177
415,SPGI,[0.11809721],-13.53524865683167,0.8753203226773802
416,SRE,[0.03145933],59.5577708796553,0.8419095322462886
417,STE,[0.05893605],5.572114142999624,0.8832803823240362
418,STT,[0.01263761],50.624034016744986,0.3263395559426828
419,STX,[0.01316519],25.76297414947296,0.4060208005762861
420,STZ,[0.08848637],11.886829139498701,0.8744510064131288
421,SWK,[0.04421854],55.10591772918218,0.8357156107380265
422,SWKS,[0.047937],9.978701734806016,0.7770798493430896
423,SYF,[0.00169683],29.75184828740057,0.026432094646943183
424,SYK,[0.07530748],23.672558252047438,0.9311576222707565
425,SYY,[0.02037181],21.793446828998583,0.847685461739571
426,T,[7.19743212e-05],34.04286620549141,0.00021837993067430617
427,TAP,[0.0043675],57.452343250421045,0.028083943206665185
428,TDG,[0.18611511],27.280081827482775,0.8642559307971681
429,TDY,[0.12689981],-10.313586974499117,0.826289307985377
430,TEL,[0.03078851],27.684759479672962,0.845690630739178
431,TER,[0.02964059],-3.989711255366359,0.6470206266869625
432,TFC,[0.01015069],26.538135483845593,0.6822990838785111
433,TFX,[0.14242854],-2.539871060864755,0.9295843048086071
434,TGT,[0.03256343],37.22843976618416,0.5155523522981713
435,TJX,[0.0186878],12.366905676789614,0.9265869896996938
436,TMO,[0.14199394],-8.272296597591662,0.8486296018104724
437,TMUS,[0.03720582],2.9260210847781636,0.8355450786616936
438,TPR,[-0.01332326],60.0748972964092,0.5589601482944073
439,TRMB,[0.01199161],17.66918819216666,0.5497824337634458
440,TROW,[0.03142939],47.56383155687901,0.7059245484657932
441,TRV,[0.03451932],59.652064274344006,0.8320296519292925
442,TSCO,[0.0355277],30.81945390862159,0.6831947507436833
443,TSLA,[0.12648179],-75.82962234470517,0.3619636045550535
444,TSN,[0.02629313],15.211371316416894,0.8076110113186131
445,TT,[0.04065069],8.418967562296004,0.8071880362691144
446,TTWO,[0.06617989],-22.67521187071145,0.8517742175015365
447,TWTR,[0.00273343],31.06615702243627,0.012813591390118728
448,TXT,[0.01204561],24.33660111291003,0.5237422352271491
449,TYL,[0.13665298],-18.5720508786259,0.8917238558798416
450,UA,[-0.01289456],27.61999999921303,0.4146916216114034
451,UAA,[0.00167526],19.878700122564208,0.013147726319108655
452,UAL,[0.01974823],25.214501765374337,0.44366770401980504
453,UDR,[0.0087809],22.00445438626055,0.7851255233431897
454,UHS,[0.03788405],50.30114755515831,0.6901788902203658
455,ULTA,[0.1039413],45.863571161636,0.8004170690545173
456,UNH,[0.12382798],-4.6211418439477825,0.9295868391517921
457,UNM,[0.00250967],28.425078654546024,0.04262912949302322
458,UNP,[0.05840381],35.0161510414451,0.8793463135312087
459,UPS,[0.02717448],68.30867344648524,0.6505413948010265
